Zip Code,City,State,Metro,County Name,Price,Earthquake Grants,Fire Grants,Flood Grants,Hurricane Grants,Mud/Landslide Grants,Other Grants,Severe Storm Grants,Tornado Grants,Earthquake Events,Fire Events,Flood Events,Hurricane Events,Mud/Landslide Events,Other Events,Severe Storm Events,Tornado Events
07871,Sparta,NJ,New York,Sussex,369900,,,,13319132.01,,,,,,,,137,,,,
28036,Davidson,NC,Charlotte,Mecklenburg,463520,,,264491.12,,,,4700909.45,,,,2,,,,26,
99202,Spokane,WA,Spokane,Spokane,154500,,,,,,,,,,,,,,,,
02915,East Providence,RI,Providence,Providence,229450,,,,,,,42499351.61,,,,,,,,264,
31750,Fitzgerald,GA,Fitzgerald,Ben Hill,79900,,,,,,,280418.39,,,,,,,,5,
82414,Cody,WY,,Park,326000,,,,,,,105329.8,,,,,,,,7,
85284,Tempe,AZ,Phoenix,Maricopa,462425,,,,,,,,,,,,,,,,
23114,Midlothian,VA,Richmond,Chesterfield,339900,,,,104021.5,,,,,,,,12,,,,
33132,Miami,FL,Miami-Fort Lauderdale,Miami-Dade,420000,,,,,,,,,,,,,,,,
33971,Lehigh Acres,FL,Fort Myers,Lee,179000,,,1715777.67,379418.02,,,10966585.33,,,,20,21,,,123,
86323,Chino Valley,AZ,Prescott,Yavapai,289000,,,,,,,,,,,,,,,,
78653,Manor,TX,Austin,Travis,224990,,30482900.35,1716525.94,,,,8962857.24,,,45,35,,,,107,
44057,Madison,OH,Cleveland,Lake,134900,,14777270.81,3728291.51,,,,64085981.68,,,76,75,,,,251,
20871,Clarksburg,MD,Washington,Montgomery,462990,59100,197137.33,17200351.36,29119687.45,,,12201556.48,,1,8,177,304,,,161,
97055,Sandy,OR,Portland,Clackamas,365000,,,,,,,,,,,,,,,,
33405,West Palm Beach,FL,Miami-Fort Lauderdale,Palm Beach,459500,,,,,,,,,,,,,,,,
55906,Rochester,MN,Rochester,Olmsted,324900,,,,,,,,,,,,,,,,
38901,Grenada,MS,Grenada,Grenada,114000,,197137.33,17315863.08,29119687.45,,,12237134.66,,,8,191,304,,,167,
06001,Avon,CT,Hartford,Hartford,429900,,,,2442347.18,,,,,,,,102,,,,
48334,Farmington Hills,MI,Detroit,Oakland,249450,,,27288921.91,,,,,,,,147,,,,,
35661,Muscle Shoals,AL,Florence,Colbert,191000,,,,,,,252333.05,,,,,,,,9,
24015,Roanoke,VA,Roanoke,Roanoke City,179925,,,,,,,,,,,,,,,,
20646,La Plata,MD,Washington,Charles,379900,,,,,,,,,,,,,,,,
48094,Washington,MI,Detroit,Macomb,409450,,,14939660.4,,,,,,,,120,,,,,
17225,Antrim,PA,Chambersburg,Franklin,239900,,,1721692.51,1963389.54,,,11715365.26,,,,19,65,,,168,
30728,Lafayette,GA,Chattanooga,Walker,122000,,3879.14,,1188760.87,,,7645320.61,,,4,,32,,,97,
46319,Griffith,IN,Chicago,Lake,149900,,14777270.81,3728291.51,,,,64085981.68,,,76,75,,,,251,
61550,Morton,IL,Peoria,Tazewell,219900,,,516817.7,,,,,20954177.92,,,24,,,,,17
34102,Naples,FL,Naples,Collier,1647500,,,,,,,84609.46,,,,,,,,19,
38141,Memphis,TN,Memphis,Shelby,87000,,,246413.92,157941.74,,,39555387.38,,,,10,12,,,292,
07950,Parsippany-Troy Hills,NJ,New York,Morris,435000,,,,38966627.53,,,2498033.1,,,,,318,,,69,
18049,Emmaus,PA,Allentown,Lehigh,289900,,,,603714.33,,,,,,,,42,,,,
08690,Hamilton,NJ,Trenton,Mercer,265000,,,,7744379.86,,,5897435.49,,,,,197,,,160,
30643,Hartwell,GA,,Hart,282000,,,,,,,185081.29,,,,,,,,17,
46703,Angola,IN,Angola,Steuben,219900,,,,,,,,,,,,,,,,
16148,Hermitage,PA,Youngstown,Mercer,149900,,,,7744379.86,,,5897435.49,,,,,197,,,160,
56377,Sartell,MN,St. Cloud,Stearns,279900,,,84272.11,,,,8195919.44,,,,7,,,,155,
06443,Madison,CT,New Haven,New Haven,515000,,,,32092297.16,,,827845.94,,,,,196,,,55,
79119,Amarillo,TX,Amarillo,Potter,284950,,,,,,,,,,,,,,,,
35976,Guntersville,AL,Albertville,Marshall,221500,,,285296.48,,,,22052624.4,,,,17,,,,236,
26104,Parkersburg,WV,Parkersburg,Wood,148000,,,78364.88,,,,192469.13,,,,7,,,,19,
02871,Portsmouth,RI,Providence,Newport,475000,,,,282050.15,,,2554920.7,,,,,16,,,17,
92316,Bloomington,CA,Riverside,San Bernardino,335000,,6698698.06,,,,,,,,142,,,,,,
13903,Binghamton,NY,Binghamton,Broome,109900,,,,,,,53144534.52,,,,,,,,70,
39440,Laurel,MS,Laurel,Jones,92500,,,185603.59,1050778.33,,,5311931.64,,,,12,30,,,62,
84075,Syracuse,UT,Ogden,Davis,346495,,,,,,,190516.58,,,,,,,,8,
08034,Cherry Hill,NJ,Philadelphia,Camden,249350,,,290326.21,9720598.07,,,225769.48,,,,11,208,,,9,
83703,Boise,ID,Boise City,Ada,349900,,,,,,,,,,,,,,,,
02882,Narragansett,RI,Providence,Washington,545000,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39,172,,,356,6
03842, Hampton,NH,Boston,Rockingham,359900,,,,,,,,,,,,,,,,
19090,Willow Grove,PA,Philadelphia,Montgomery,264900,,197137.33,17200351.36,29119687.45,,,12201556.48,,,8,177,304,,,161,
55344,Eden Prairie,MN,Minneapolis-St Paul,Hennepin,309900,,,,,,,,,,,,,,,,
44333,Fairlawn,OH,Akron,Summit,334900,,,,,,,53584.34,,,,,,,,8,
76009,Alvarado,TX,Dallas-Fort Worth,Johnson,185500,,,107764.77,,,,39635982.14,,,,4,,,,197,
72715,Bella Vista,AR,Fayetteville,Benton,174900,,,84272.11,,,,8195919.44,,,,7,,,,155,
19008,Broomall,PA,Philadelphia,Delaware,390000,,,807646.45,8015365.48,,,9391123.92,,,,64,194,,,94,
55803,Duluth,MN,Duluth,Saint Louis,275000,,,2531794.04,,,,10705184.04,,,,105,,,,284,
91506,Burbank,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,749900,,27406651.26,,,,,,,,273,,,,,,
29410,Hanahan,SC,Charleston,Berkeley,244500,,,10216196.61,2453694.43,,,,,,,122,93,,,,
06107,West Hartford,CT,Hartford,Hartford,398500,,,,2442347.18,,,,,,,,102,,,,
62220,Belleville,IL,St. Louis,Saint Clair,99500,,,,,,,4410164.54,,,,,,,,38,
97850,La Grande,OR,La Grande,Union,189250,,,5376184.95,45152081.86,,,4287490.43,,,,27,222,,,83,
02554, Nantucket,MA,,Nantucket,2500000,,,,,,,,,,,,,,,,
02601,Barnstable,MA,Cape Cod,Barnstable,339000,,,,,,,,,,,,,,,,
75156,Gun Barrel City,TX,Athens,Henderson,289000,,108994.83,226578.07,,,,7720726.48,,,3,29,,,,71,
18020,Bethlehem,PA,Allentown,Northampton,344450,,,307388.79,1578022.77,,,,,,,20,91,,,,
77578,Manvel,TX,Houston,Brazoria,310000,,,8344474.42,36028193.52,,,736136.71,,,,24,128,,,37,
65738,Republic,MO,Springfield,Greene,152495,,,1185110.88,12122887.37,,,24762052.78,,,,45,120,,,352,
61073,Roscoe,IL,Rockford,Winnebago,205000,,,311950.02,,,,12758110.6,,,,27,,,,165,
11784,Selden,NY,New York,Suffolk,299000,,,,457517483.1,,,4759863.64,,,,,752,,,120,
36507,Bay Minette,AL,Daphne,Baldwin,149900,,,,,,,17325720.21,,,,,,,,56,
59937,Whitefish,MT,Kalispell,Flathead,496500,,,,,,,138541.56,,,,,,,,6,
33168,North Miami,FL,Miami-Fort Lauderdale,Miami-Dade,249900,,,,,,,,,,,,,,,,
70706,Denham Springs,LA,Baton Rouge,Livingston,222500,,,197814215.9,26085547.42,,,,,,,199,167,,,,
10303,New York,NY,New York,Richmond,347000,,,,397023296.9,,,,,,,,155,,,,
02842,Middletown,RI,Providence,Newport,419000,,,,282050.15,,,2554920.7,,,,,16,,,17,
48184,Wayne,MI,Detroit,Wayne,99900,,,128761667,8660431.07,,,7840306.82,60042.8,,,243,80,,,116,3
21214,Baltimore,MD,Baltimore,Baltimore City,169450,,,,,,,,,,,,,,,,
32920,Cape Canaveral,FL,Melbourne,Brevard,251000,,,,1134861.5,,,10474252.86,,,,,67,,,81,
34480,Ocala,FL,Ocala,Marion,262000,,932702.19,1834879.92,9452570.93,,,16681871.83,,,4,29,42,,,239,
54166,Shawano,WI,Shawano,Shawano,119900,,,,,,,,,,,,,,,,
55438,Bloomington,MN,Minneapolis-St Paul,Hennepin,325000,,,,,,,,,,,,,,,,
92603,Irvine,CA,Los Angeles-Long Beach-Anaheim,Orange,1713900,1009418.48,5351166.91,5900087.86,178470717.7,,,1475602.49,,22,81,30,315,,,121,
32226,Jacksonville,FL,Jacksonville,Duval,265745,,,,1299333.07,,,3632921.27,,,,,64,,,118,
16201,Kittanning,PA,Pittsburgh,Armstrong,114900,,,,,,,,,,,,,,,,
39553,Gautier,MS,Gulfport,Jackson,137000,,,132198.46,8466487.89,,,10366164.45,,,,22,44,,,216,
08015,Browns Mills,NJ,Philadelphia,Burlington,124900,,,,8466623.49,,,603965.77,,,,,211,,,40,
40014,Crestwood,KY,Louisville/Jefferson County,Oldham,425000,,,246413.92,157941.74,,,39555387.38,,,,10,12,,,292,
42501,Somerset,KY,Somerset,Pulaski,135000,,,245956.29,,,,10720940.86,,,,10,,,,189,
33704,Saint Petersburg,FL,Tampa,Pinellas,625000,,,,222581.27,,,3234665.07,,,,,82,,,140,
53548, Janesville,WI,Janesville,Rock,114900,,,,,,,3403616.34,,,,,,,,26,
49058,Hastings,MI,Grand Rapids,Barry,159950,,,111853.73,,,,267506.81,,,,13,,,,15,
74021,Collinsville,OK,Tulsa,Tulsa,194753.5,,,7217070.8,22131919.88,,,25312156.62,240346.92,,,39,172,,,391,6
40059,Prospect,KY,Louisville/Jefferson County,Jefferson,494750,,,11159830.25,57240310.63,,,68571322.18,,,,115,141,,,604,
95367,Riverbank,CA,Modesto,Stanislaus,329000,,,,,,,,,,,,,,,,
76120,Fort Worth,TX,Dallas-Fort Worth,Tarrant,207500,,,,,,,,,,,,,,,,
24201,Bristol,VA,Kingsport,Bristol City,114850,,,,,,,,,,,,,,,,
06615,Stratford,CT,Stamford,Fairfield,264950,,,143573.1,67623157.18,,,1943566.71,,,,10,244,,,73,
31015,Cordele,GA,Cordele,Crisp,219000,,,,,,,,,,,,,,,,
40769,Williamsburg,KY,London,Whitley,129700,,,,,,,225635.46,,,,,,,,7,
27021,King,NC,Winston-Salem,Stokes,158500,,,,,,,,,,,,,,,,
11422,New York,NY,New York,Queens,494000,,,,803787716.8,,,,,,,,792,,,,
18640,Pittston,PA,Scranton,Luzerne,89900,,,29362409.53,697331,,,,,,,129,56,,,,
98422,Tacoma,WA,Seattle,Pierce,443000,,,5144522.14,,,,3761516.06,,,,179,,,,131,
55362,Monticello,MN,Minneapolis-St Paul,Wright,260649.5,,,6965.39,,,,2447749.52,,,,7,,,,32,
48240,Redford,MI,Detroit,Wayne,84900,,,128761667,8660431.07,,,7840306.82,60042.8,,,243,80,,,116,3
34736,Groveland,FL,Orlando,Lake,249990,,14777270.81,3728291.51,,,,64085981.68,,,76,75,,,,251,
14610,Rochester,NY,Rochester,Monroe,179900,,,402440.53,773601.7,,,11701587.59,,,,47,43,,,177,
53024, Grafton,WI,Milwaukee,Ozaukee,298650,,,,,,,540284.99,,,,,,,,21,
37748,Harriman,TN,Knoxville,Roane,127900,,,3449913.26,,,,29440834.03,,,,45,,,,81,
86005,Flagstaff,AZ,Flagstaff,Coconino,595000,,,,,,,,,,,,,,,,
07094,Secaucus,NJ,New York,Hudson,449450,,,,57577712.91,,,,,,,,186,,,,
44092,Wickliffe,OH,Cleveland,Lake,113475,,14777270.81,3728291.51,,,,64085981.68,,,76,75,,,,251,
11694,New York,NY,New York,Queens,492000,,,,803787716.8,,,,,,,,792,,,,
53012, Cedarburg,WI,Milwaukee,Ozaukee,384999,,,7217070.8,22131919.88,,,25742663.24,240346.92,,,39,172,,,377,6
91040,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,599000,,27406651.26,,,,,,,,273,,,,,,
28387,Southern Pines,NC,Pinehurst-Southern Pines,Moore,325000,,,,284061.14,,,,,,,,18,,,,
90061,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,370000,,27406651.26,,,,,,,,273,,,,,,
01001,Agawam,MA,Springfield,Hampden,218900,,,,,,,,16221304.83,,,,,,,,50
06801, Bethel,CT,Stamford,Fairfield,377000,,,143573.1,67623157.18,,,1943566.71,,,,10,244,,,73,
30677,Watkinsville,GA,Athens,Oconee,349900,,,751781.58,12122887.37,,,10381236.1,,,,28,120,,,179,
15228,Pittsburgh,PA,Pittsburgh,Allegheny,299900,,,,,,,,,,,,,,,,
12508,Beacon,NY,New York,Dutchess,314000,,,,5785154.23,,,,,,,,67,,,,
34286,North Port,FL,North Port-Sarasota-Bradenton,Sarasota,228400,,,,,,,351361.07,,,,,,,,36,
20657,Lusby,MD,Washington,Calvert,224990,,,,,,,,,,,,,,,,
33872,Sebring,FL,Sebring,Highlands,149500,,,,,,,291619.25,,,,,,,,11,
21901,North East,MD,Philadelphia,Cecil,292331,,,,,,,,,,,,,,,,
87508,Santa Fe,NM,Santa Fe,Santa Fe,475000,,,,,,,,,,,,,,,,
78374,Portland,TX,Corpus Christi,San Patricio,225000,,,,,,,,,,,,,,,,
97060,Troutdale,OR,Portland,Multnomah,359900,,,,,,,,,,,,,,,,
19804,Newport,DE,Philadelphia,New Castle,179900,,,,,,,,,,,,,,,,
07206,Elizabeth,NJ,New York,Union,212180,,,5376184.95,45152081.86,,,4287490.43,,,,27,222,,,83,
31312,Guyton,GA,Savannah,Effingham,212900,,,,257897.88,,,,,,,,15,,,,
06401,Ansonia,CT,New Haven,New Haven,189900,,,,32092297.16,,,827845.94,,,,,196,,,55,
41091,Union,KY,Cincinnati,Boone,325000,,,,,,,1471308.39,,,,,,,,85,
50312,Des Moines,IA,Des Moines,Polk,180000,,,6482.44,5648953.47,,,21557356.27,3678183.99,,,8,50,,,291,9
73010,Blanchard,OK,Oklahoma City,McClain,250000,,132357.53,,,,,6123740.8,999596.45,,5,,,,,50,8
46637,South Bend,IN,South Bend,Saint Joseph,149000,,,,,,,577650.74,,,,,,,,60,
97424,Cottage Grove,OR,Eugene,Lane,260000,,,217754.22,,,,12857544.02,377283.15,,,23,,,,118,10
30277,Sharpsburg,GA,Atlanta,Coweta,314900,,,,,,,136050.16,,,,,,,,11,
44410,Cortland,OH,Youngstown,Trumbull,136100,,,,,,,,,,,,,,,,
08210,Middle,NJ,Ocean City,Cape May,259900,,,,35843083.85,,,3170985.32,,,,,174,,,56,
44278,Tallmadge,OH,Akron,Summit,179900,,,,,,,,,,,,,,,,
19073,Newtown,PA,Philadelphia,Delaware,649000,,,928228.64,9024838.35,,,9508360.43,,,,98,254,,,103,
25414,Charles Town,WV,Washington,Jefferson,292250,,,11159830.25,57240310.63,,,68571322.18,,,,115,141,,,604,
95437,Fort Bragg,CA,Ukiah,Mendocino,495000,,,,,,,,,,,,,,,,
45426,Trotwood,OH,Dayton,Montgomery,71900,,197137.33,17200351.36,29119687.45,,,12201556.48,,,8,177,304,,,161,
11010,Franklin Square,NY,New York,Nassau,544500,,,,1437128239,,,1458171,,,,,716,,,19,
95620,Dixon,CA,Vallejo,Solano,446500,1402341.05,,,,,,,,15,,,,,,,
02451,Waltham,MA,Boston,Middlesex,499900,,,,87262075,,,29368978.73,,,,,406,,,331,
34714,Citrus Ridge,FL,Orlando,Osceola,259450,,14777270.81,3734773.95,5648953.47,,,85643337.95,3678183.99,,76,83,50,,,542,9
95212,Stockton,CA,Stockton,San Joaquin,416000,,,,,,,,,,,,,,,,
32025,Lake City,FL,Lake City,Columbia,135000,,,17065641.49,486122.3,,,24398955.8,,,,32,43,,,81,
01603,Worcester,MA,Worcester,Worcester,189900,,,,,,,1446700,1035000,,,,,,,41,5
22911,Charlottesville,VA,Charlottesville,Albemarle,389000,430218.44,,,,,,,,28,,,,,,,
78801,Uvalde,TX,Uvalde,Uvalde,189000,,,,,,,,,,,,,,,,
32934,Melbourne,FL,Melbourne,Brevard,322500,,,,1134861.5,,,10474252.86,,,,,67,,,81,
53597,Waunakee,WI,Madison,Dane,477450,,,,,,,3614176.85,,,,,,,,71,
48838,Greenville,MI,Grand Rapids,Montcalm,197900,,,,,,,27524161.59,,,,,,,,66,
84651,Payson,UT,Provo,Utah,279900,,,,,,,,,,,,,,,,
57783,Spearfish,SD,Spearfish,Lawrence,319900,,,433329.3,,,,13541733.08,,,,17,,,,139,
12801,Glens Falls,NY,Glens Falls,Warren,149700,,,4146730.51,5149596.72,,,4495602.35,,,,20,138,,,77,
11552,West Hempstead,NY,New York,Nassau,495000,,,,1437128239,,,1458171,,,,,716,,,19,
33566,Plant City,FL,Tampa,Hillsborough,239900,,,,122132.98,,,832441.86,,,,,47,,,74,
21409,Annapolis,MD,Baltimore,Anne Arundel,469900,,,,,,,,,,,,,,,,
40213,Louisville,KY,Louisville/Jefferson County,Jefferson,124950,,,11159830.25,57240310.63,,,68571322.18,,,,115,141,,,604,
94564,Pinole,CA,San Francisco,Contra Costa,577475,,,,,,,,,,,,,,,,
60513,Brookfield,IL,Chicago,Cook,249950,,,172169402.5,,,,487306063.1,,,,405,,,,935,
35016,Arab,AL,Albertville,Marshall,150950,,,508958.04,,,,51426495.47,,,,32,,,,304,
53149, Mukwonago,WI,Milwaukee,Waukesha,316900,,,,,,,9669289.18,,,,,,,,104,
44241,Streetsboro,OH,Akron,Portage,183000,,,,,,,,,,,,,,,,
70435,Covington,LA,New Orleans,Saint Tammany,229000,,,6576723.83,30898481.32,,,,,,,49,162,,,,
28301,Fayetteville,NC,Fayetteville,Cumberland,91000,,,1121313.78,21531476.25,,,4408453.76,,,,28,197,,,78,
11762,Massapequa Park,NY,New York,Nassau,533918.5,,,,1437128239,,,1458171,,,,,716,,,19,
13662, Massena,NY,Ogdensburg,Saint Lawrence,79900,,,,,,,,,,,,,,,,
78503,McAllen,TX,McAllen,Hidalgo,213450,,,556905.18,22328482.43,,,5814518.16,,,,31,172,,,92,
17104,Harrisburg,PA,Harrisburg,Dauphin,49900,,,24850311.24,,,,,,,,83,,,,,
34235,Sarasota,FL,North Port-Sarasota-Bradenton,Sarasota,239950,,,,,,,351361.07,,,,,,,,36,
85253,Paradise Valley,AZ,Phoenix,Maricopa,2000000,,,,,,,,,,,,,,,,
04073, Sanford,ME,Portland,York,189900,,,9620798.43,,,,,,,,93,,,,,
02066,Scituate,MA,Boston,Plymouth,649000,,,,,,,34440829.74,,,,,,,,236,
25302,Charleston,WV,Charleston,Kanawha,92500,,,26969139.7,,,,1692061.81,,,,108,,,,124,
32024,Lake City,FL,Lake City,Columbia,212000,,,17065641.49,486122.3,,,36339389.25,,,,32,43,,,123,
16117,Ellwood City,PA,New Castle,Lawrence,109950,,,433329.3,,,,13541733.08,,,,17,,,,139,
33767,Clearwater,FL,Tampa,Pinellas,699900,,,,222581.27,,,3234665.07,,,,,82,,,140,
65020,Camdenton,MO,,Camden,192000,,,385729.72,9720598.07,,,468743.7,,,,19,208,,,28,
70125,New Orleans,LA,New Orleans,Orleans,369500,,,,42383116.35,,,,,,,,335,,,,
98642,Ridgefield,WA,Portland,Clark,460887.5,,,44330.81,,,,5038162.82,,,,2,,,,79,
74129,Tulsa,OK,Tulsa,Tulsa,106400,,,,,,,80731.12,,,,,,,,27,
62223,Belleville,IL,St. Louis,Saint Clair,105000,,,,,,,4410164.54,,,,,,,,38,
27546,Lillington,NC,Dunn,Harnett,202020,,,,1259322.73,,,742475.04,,,,,29,,,24,
01609,Worcester,MA,Worcester,Worcester,334450,,,,,,,1446700,1035000,,,,,,,41,5
40744,London,KY,London,Laurel,159900,,,9323212.22,,,,14062801.44,,,,54,,,,163,
67901,Liberal,KS,Liberal,Seward,124000,,,,,,,,,,,,,,,,
77979,Port Lavaca,TX,Port Lavaca,Calhoun,195250,,,570936.87,8519260.37,,,18076913.46,,,,51,54,,,290,
11946,Hampton Bays,NY,New York,Suffolk,676500,,,,457517483.1,,,4759863.64,,,,,752,,,120,
06840,New Canaan,CT,Stamford,Fairfield,1594000,,,143573.1,67623157.18,,,1943566.71,,,,10,244,,,73,
68847,Kearney,NE,Kearney,Buffalo,184900,,,,,,,695858.86,,,,,,,,26,
04062,Windham,ME,Portland,Cumberland,279900,,,1121313.78,21531476.25,,,4408453.76,,,,28,197,,,78,
38804,Tupelo,MS,Tupelo,Lee,199900,,,1715777.67,379418.02,,,12732355.43,,,,20,21,,,144,
34474,Ocala,FL,Ocala,Marion,229900,,932702.19,1834879.92,9452570.93,,,16681871.83,,,4,29,42,,,239,
39565,Vancleave,MS,Gulfport,Jackson,205990,,31173.14,3795562.55,13847397.25,,,13643660.6,,,4,67,138,,,301,
60403,Crest Hill,IL,Chicago,Will,175000,,,6260751.75,,,,1793859,165896.74,,,75,,,,62,32
55127,Vadnais Heights,MN,Minneapolis-St Paul,Ramsey,534237,,,7393669.58,22131919.88,,,25579268.97,240346.92,,,51,172,,,378,6
84093,Sandy,UT,Salt Lake City,Salt Lake,499418.5,,,,,,,,,,,,,,,,
34228,Longboat Key,FL,North Port-Sarasota-Bradenton,Sarasota,614000,,,,513370.04,,,1201365.59,,,,,16,,,73,
36081,Troy,AL,Troy,Pike,141500,,,35136.57,1567249.37,,,24086686.99,,,,4,19,,,198,
60093,Winnetka,IL,Chicago,Cook,1195000,,,172169402.5,,,,487306063.1,,,,405,,,,935,
99217,Spokane,WA,Spokane,Spokane,212000,,,,,,,,,,,,,,,,
33983,Punta Gorda,FL,Punta Gorda,Charlotte,219000,,,,,,,,,,,,,,,,
37938,Knoxville,TN,Knoxville,Knox,249900,,30200,8441193.51,45152081.86,,,8224060.57,,,1,73,222,,,168,
02878, Tiverton,RI,Providence,Newport,449900,,,,282050.15,,,2554920.7,,,,,16,,,17,
17025,East Pennsboro,PA,Harrisburg,Cumberland,194900,,,1121313.78,21531476.25,,,4408453.76,,,,28,197,,,78,
60160,Melrose Park,IL,Chicago,Cook,200724.5,,,172169402.5,,,,487306063.1,,,,405,,,,935,
34685,Palm Harbor,FL,Tampa,Pinellas,365000,,,,222581.27,,,3234665.07,,,,,82,,,140,
60154,Westchester,IL,Chicago,Cook,249945,,,172169402.5,,,,487306063.1,,,,405,,,,935,
15017,South Fayette,PA,Pittsburgh,Allegheny,219450,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39,172,,,356,6
84045,Saratoga Springs,UT,Provo,Utah,336990,,,,,,,,,,,,,,,,
34239,Sarasota,FL,North Port-Sarasota-Bradenton,Sarasota,499900,,,,,,,351361.07,,,,,,,,36,
97215,Portland,OR,Portland,Multnomah,591900,,,,,,,,,,,,,,,,
54981,Waupaca,WI,,Waupaca,170950,,,,,,,,,,,,,,,,
30153,Rockmart,GA,Cedartown,Polk,159900,,,6482.44,5648953.47,,,26344637.47,3678183.99,,,8,50,,,318,9
90222,Compton,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,370000,,27406651.26,,,,,,,,273,,,,,,
07735,Union Beach,NJ,New York,Monmouth,224900,,,,525175455.4,,,32522459.9,,,,,983,,,444,
36804,Opelika,AL,Auburn,Lee,255000,,,1715777.67,379418.02,,,15747110.15,,,,20,21,,,156,
33635,Town 'n' Country,FL,Tampa,Hillsborough,299950,,,,122132.98,,,832441.86,,,,,47,,,74,
55331,Shorewood,MN,Minneapolis-St Paul,Hennepin,750000,,,,,,,,,,,,,,,,
70563,New Iberia,LA,Lafayette,Iberia,182800,,,9859521.12,18551662.55,,,,,,,58,121,,,,
02790,Westport,MA,Providence,Bristol,459900,,,,,,,20190900.93,,,,,,,,138,
98686,Barberton,WA,Portland,Clark,444550,,,44330.81,,,,5038162.82,,,,2,,,,79,
02492,Needham,MA,Boston,Norfolk,1369000,,,,,,,17631869.82,,,,,,,,128,
46733,Decatur,IN,Decatur,Adams,99900,,,3385704.4,1683677.22,,,2131163.36,,,,83,14,,,122,
34473,Ocala,FL,Ocala,Marion,155000,,932702.19,1834879.92,9452570.93,,,16681871.83,,,4,29,42,,,239,
34237,Sarasota,FL,North Port-Sarasota-Bradenton,Sarasota,174000,,,,,,,351361.07,,,,,,,,36,
92808,Anaheim,CA,Los Angeles-Long Beach-Anaheim,Orange,699999,1009418.48,5351166.91,5900087.86,178470717.7,,,1475602.49,,22,81,30,315,,,121,
33331,Weston,FL,Miami-Fort Lauderdale,Broward,599990,,,,,,,,,,,,,,,,
53185,Waterford,WI,Racine,Racine,276500,,,,,,,9195557.18,,,,,,,,83,
07508,North Haledon,NJ,New York,Passaic,340000,,,,111891696.4,,,5115659.06,,,,,625,,,150,
37909,Knoxville,TN,Knoxville,Knox,189900,,,2276626.61,,,,3825716.8,,,,40,,,,82,
54455,Kronenwetter,WI,Wausau,Marathon,186244,,,,,,,,,,,,,,,,
98136,Seattle,WA,Seattle,King,722475,,,2960015.36,,,,3289894.16,,,,93,,,,117,
94105,San Francisco,CA,San Francisco,San Francisco,1795000,,,,,,,,,,,,,,,,
41076,Cold Spring,KY,Cincinnati,Campbell,161500,,,,,,,112649.98,,,,,,,,4,
83716,Boise,ID,Boise City,Ada,429450,,,,,,,2719526.9,,,,,,,,38,
34951,Fort Pierce,FL,Port St. Lucie,Saint Lucie,175000,,,,,,,1908872.98,,,,,,,,52,
07205,Hillside,NJ,New York,Union,219000,,,5376184.95,81931039.81,,,13656848.55,,,,27,534,,,254,
62711,Springfield,IL,Springfield,Sangamon,302450,,,,,,,,,,,,,,,,
02190,Weymouth,MA,Boston,Norfolk,423947.5,,,,,,,17631869.82,,,,,,,,128,
02724,Fall River,MA,Providence,Bristol,239950,,,,,,,20190900.93,,,,,,,,138,
62208,Fairview Heights,IL,St. Louis,Saint Clair,126500,,,,,,,4410164.54,,,,,,,,38,
31407,Port Wentworth,GA,Savannah,Chatham,218066.5,,,,3504686.95,,,,,,,,95,,,,
66221,Overland Park,KS,Kansas City,Johnson,589271,,,107764.77,,,,39635982.14,,,,4,,,,197,
47172,Sellersburg,IN,Louisville/Jefferson County,Clark,274900,,,44330.81,,,,14036183.37,,,,2,,,,261,
11968,Southampton,NY,New York,Suffolk,1975000,,,,457517483.1,,,4759863.64,,,,,752,,,120,
28801,Asheville,NC,Asheville,Buncombe,469000,,,,,,,,,,,,,,,,
29569,Loris,SC,Myrtle Beach,Horry,163900,,,4469496.29,6583875.41,,,,,,,41,61,,,,
74354,Miami,OK,Miami,Ottawa,89700,,,,,,,2388926.17,,,,,,,,20,
60106,Bensenville,IL,Chicago,Du Page,210000,,,24805152.33,,,,15351581.12,,,,95,,,,166,
75751,Athens,TX,Athens,Henderson,221950,,139194.83,1014960.02,,,,7831579.82,,,4,35,,,,74,
60465,Palos Hills,IL,Chicago,Cook,179900,,,172169402.5,,,,487306063.1,,,,405,,,,935,
47960,Monticello,IN,,White,169900,,,245956.29,941286.35,,,30973758.73,,,,10,38,,,412,
54656,Sparta,WI,,Monroe,149250,,,402440.53,773601.7,,,11820110.39,,,,47,43,,,189,
98408,Tacoma,WA,Seattle,Pierce,239500,,,2184506.78,,,,471621.9,,,,86,,,,14,
99701,Fairbanks,AK,Fairbanks,Fairbanks North Star,165000,,,,,,,,,,,,,,,,
33778,Largo,FL,Tampa,Pinellas,230950,,,,222581.27,,,3234665.07,,,,,82,,,140,
34771,Saint Cloud,FL,Orlando,Osceola,312990,,,,,,,193744.9,,,,,,,,5,
65613,Bolivar,MO,Springfield,Polk,159900,,,6482.44,5648953.47,,,21557356.27,3678183.99,,,8,50,,,291,9
