Zip Code,City,State,Metro,County Name,Price,Earthquake Grants,Fire Grants,Flood Grants,Hurricane Grants,Mud/Landslide Grants,Other Grants,Severe Storm Grants,Tornado Grants,Earthquake Events,Fire Events,Flood Events,Hurricane Events,Mud/Landslide Events,Other Events,Severe Storm Events,Tornado Events
36855,,,,,,,,,26384986.89,,,37670.15,,,,,124,,,10,
36858,,,,,,,,,,,,198882.59,,,,,,,,7,
36860,,,,,,,,,,,,5257914.32,,,,,,,,45,
36861,,,,,,,,,,,,943245.83,,,,,,,,19,
36862,,,,,,,,,26384986.89,,,37670.15,,,,,124,,,10,
36863,,,,,,,,,26384986.89,,,37670.15,,,,,124,,,10,
36865,,,,,,,,1715777.67,379418.02,,,10966585.33,,,,20,21,,,123,
36866,,,,,,,,1715777.67,379418.02,,,16491473.39,,,,20,21,,,168,
36868,,,,,,,,,,,,198882.59,,,,,,,,7,
36871,,,,,,,,,,,,198882.59,,,,,,,,7,
36875,,,,,,,,,,,,198882.59,,,,,,,,7,
36879,,,,,,,,1715777.67,26764404.91,,,16529143.54,,,,20,145,,,178,
36901,,,,,,,,12923135.22,408545.59,,,646672.95,,,,37,19,,,17,
36904,,,,,,,,,,,,3817134.7,,,,,,,,73,
36907,,,,,,,,12923135.22,408545.59,,,646672.95,,,,37,19,,,17,
36908,,,,,,,,,,,,2631169.15,,,,,,,,48,
36910,,,,,,,,,,,,2631169.15,,,,,,,,48,
36912,,,,,,,,12923135.22,408545.59,,,3277842.1,,,,37,19,,,65,
36913,,,,,,,,,,,,2631169.15,,,,,,,,48,
36915,,,,,,,,,,,,2631169.15,,,,,,,,48,
36916,,,,,,,,,,,,2631169.15,,,,,,,,48,
36919,,,,,,,,,,,,2631169.15,,,,,,,,48,
36921,,,,,,,,,,,,2631169.15,,,,,,,,48,
36922,,,,,,,,12923135.22,408545.59,,,3277842.1,,,,37,19,,,65,
36925,,,,,,,,12923135.22,408545.59,,,646672.95,,,,37,19,,,17,
37010,,,,,,,197137.33,17200351.36,29119687.45,,,12932832.66,,,8,177,304,,,188,
37011,,,,,,,,,,,,162424745,,,,,,,,146,
37012,,,,,,,85955.5,781078.58,1328428.38,,,31751888.67,,,3,33,64,,,346,
37015,,,,,,,197137.33,17200351.36,29119687.45,,,193924087.2,,,8,177,304,,,335,
37016,,,,,,,,,1221316.23,,,4591527.59,,,,,40,,,50,
37018,,,,,,,,,,,,498746.62,,,,,,,,22,
37019,,,,,,,,285296.48,,,,13706389.37,,,,17,,,,144,
37020,,,,,,,,,,,,5948672.3,,,,,,,,33,
37022,,,,,,,,,,,,16278078.66,,,,,,,,89,
37023,,,,,,,,,,,,470264.27,,,,,,,,20,
37024,,,,,,,,,,,,162424745,,,,,,,,146,
37025,,,,,,,248002.7,,,,,28256444.9,,,6,,,,,154,
37026,,,,,,,,,,,,498746.62,,,,,,,,22,
37028,,,,,,,,,,,,470264.27,,,,,,,,20,
37029,,,,,,,,,,,,2340195.77,,,,,,,,18,
37030,,,,,,,85955.5,684520.84,8573600.04,,,12267224.81,,,3,37,68,,,267,
37031,,,,,,,,,,,,11696436.43,,,,,,,,63,
37032,,,,,,,197137.33,17200351.36,29119687.45,,,32230618.36,,,8,177,304,,,216,
37034,,,,,,,,285296.48,,,,13706389.37,,,,17,,,,144,
37035,,,,,,,197137.33,17200351.36,29119687.45,,,31499342.18,,,8,177,304,,,189,
37036,,,,,,,,,,,,21637981.47,,,,,,,,46,
37041,,,,,,,197137.33,17200351.36,29119687.45,,,12201556.48,,,8,177,304,,,161,
37044,,,,,,,197137.33,17200351.36,29119687.45,,,12201556.48,,,8,177,304,,,161,
37046,,,,,,,248002.7,285296.48,,,,39706552.01,,,6,17,,,,270,
37047,,,,,,,122110,1008836.19,411382.82,,,18994106.85,1050391.92,,4,53,17,,,269,17
37048,,,,,,,,,,,,11440234.1,,,,,,,,75,
37049,,,,,,,,,,,,11440234.1,,,,,,,,75,
37050,,,,,,,257537.33,17200351.36,29642484.78,,,15275648.03,,,12,177,451,,,228,
37051,,,,,,,257537.33,17200351.36,29642484.78,,,17145579.53,,,12,177,451,,,226,
37052,,,,,,,197137.33,17200351.36,29119687.45,,,14541752.25,,,8,177,304,,,179,
37056,,,,,,,,,,,,2340195.77,,,,,,,,18,
37057,,,,,,,85955.5,552322.38,107112.15,,,7470181.1,,,3,15,24,,,92,
37058,,,,,,,,,,,,470264.27,,,,,,,,20,
37059,,,,,,,,228756.2,,,,25331625.72,,,,18,,,,252,
37060,,,,,,,248002.7,285296.48,,,,39706552.01,,,6,17,,,,270,
37061,,,,,,,257537.33,18507519.08,29642484.78,,,17995881.45,,,12,187,451,,,246,
37062,,,,,,,248002.7,,,,,41689471.81,,,6,,,,,139,
37063,,,,,,,,,,,,5948672.3,,,,,,,,33,
37065,,,,,,,248002.7,,,,,20051490.34,,,6,,,,,93,
37068,,,,,,,248002.7,,,,,20051490.34,,,6,,,,,93,
37069,,,,,,,248002.7,,,,,20051490.34,,,6,,,,,93,
37070,,,,,,,,,,,,162424745,,,,,,,,146,
37071,,,,,,,,,1221316.23,,,4519202.59,,,,,40,,,43,
37073,,,,,,,,,,,,173864979.1,,,,,,,,221,
37074,,,,,,,85955.5,552322.38,107112.15,,,7470181.1,,,3,15,24,,,92,
37077,,,,,,,,,,,,10708957.92,,,,,,,,48,
37078,,,,,,,,1307167.72,,,,2720233.42,,,,10,,,,18,
37079,,,,,,,197137.33,17200351.36,29119687.45,,,12671820.75,,,8,177,304,,,181,
37080,,,,,,,,,,,,182453806.9,,,,,,,,201,
37085,,,,,,,,,1221316.23,,,10467874.89,,,,,40,,,76,
37088,,,,,,,,,1221316.23,,,4519202.59,,,,,40,,,43,
37089,,,,,,,,,,,,5948672.3,,,,,,,,33,
37091,,,,,,,,285296.48,,,,15675429.44,,,,17,,,,162,
37095,,,,,,,,228756.2,1221316.23,,,29923153.31,,,,18,40,,,302,
37096,,,,,,,,131783265.3,8660431.07,,,42034140.56,60042.8,,,310,80,,,328,3
37097,,,,,,,,2688430.01,,,,7543056.44,,,,39,,,,145,
37098,,,,,,,,,,,,5864758.79,,,,,,,,43,
37101,,,,,,,60400,1307167.72,522797.33,,,13529015.26,,,4,10,147,,,126,
37116,,,,,,,,,,,,162424745,,,,,,,,146,
37118,,,,,,,,,1221316.23,,,10540199.89,,,,,40,,,83,
37119,,,,,,,,,,,,10708957.92,,,,,,,,48,
37121,,,,,,,,,1221316.23,,,4519202.59,,,,,40,,,43,
37130,,,,,,,,,,,,5948672.3,,,,,,,,33,
37131,,,,,,,,,,,,5948672.3,,,,,,,,33,
37132,,,,,,,,,,,,5948672.3,,,,,,,,33,
37133,,,,,,,,,,,,5948672.3,,,,,,,,33,
37134,,,,,,,,1307167.72,,,,2720233.42,,,,10,,,,18,
37137,,,,,,,,,,,,5864758.79,,,,,,,,43,
37140,,,,,,,,,,,,5864758.79,,,,,,,,43,
37141,,,,,,,,,,,,731276.18,,,,,,,,27,
37142,,,,,,,197137.33,17200351.36,29119687.45,,,12201556.48,,,8,177,304,,,161,
37143,,,,,,,,,,,,181722530.7,,,,,,,,174,
37144,,,,,,,122110,1008836.19,695443.96,,,18994106.85,1050391.92,,4,53,35,,,269,17
37145,,,,,,,85955.5,684520.84,8573600.04,,,16848867.04,,,3,37,68,,,293,
37149,,,,,,,,,,,,6020997.3,,,,,,,,40,
37150,,,,,,,,9455410.68,8466487.89,,,27152704.3,,,,76,44,,,396,
37151,,,,,,,85955.5,552322.38,107112.15,,,1901060.36,,,3,15,24,,,51,
37152,,,,,,,,,,,,731276.18,,,,,,,,27,
37153,,,,,,,,,,,,5948672.3,,,,,,,,33,
37165,,,,,,,,,,,,2340195.77,,,,,,,,18,
37166,,,,,,,,4375486.71,5149596.72,,,29899553.07,,,,38,138,,,336,
37171,,,,,,,197137.33,17200351.36,29119687.45,,,14541752.25,,,8,177,304,,,179,
37175,,,,,,,60400,,522797.33,,,3074091.55,,,4,,147,,,67,
37178,,,,,,,60400,,522797.33,,,3074091.55,,,4,,147,,,67,
37180,,,,,,,,285296.48,,,,19655061.67,,,,17,,,,177,
37181,,,,,,,60400,,522797.33,,,4944023.05,,,4,,147,,,65,
37183,,,,,,,,,284061.14,,,426421.62,,,,,18,,,15,
37184,,,,,,,85955.5,552322.38,1328428.38,,,6420262.95,,,3,15,64,,,94,
37185,,,,,,,60400,1307167.72,522797.33,,,5324060.7,,,4,10,147,,,65,
37186,,,,,,,,,,,,15290600.15,,,,,,,,74,
37187,,,,,,,,,,,,21637981.47,,,,,,,,46,
37189,,,,,,,,,,,,162424745,,,,,,,,146,
37191,,,,,,,197137.33,17200351.36,29119687.45,,,12201556.48,,,8,177,304,,,161,
37201,,,,,,,,,,,,162424745,,,,,,,,146,
37202,,,,,,,,,,,,162424745,,,,,,,,146,
37210,,,,,,,,,,,,162424745,,,,,,,,146,
37213,,,,,,,,,,,,162424745,,,,,,,,146,
37218,,,,,,,,,,,,162424745,,,,,,,,146,
37219,,,,,,,,,,,,162424745,,,,,,,,146,
37220,,,,,,,,,,,,162424745,,,,,,,,146,
37222,,,,,,,,,,,,162424745,,,,,,,,146,
37224,,,,,,,,,,,,162424745,,,,,,,,146,
37227,,,,,,,,,,,,162424745,,,,,,,,146,
37228,,,,,,,,,,,,162424745,,,,,,,,146,
37229,,,,,,,,,,,,162424745,,,,,,,,146,
37232,,,,,,,,,,,,162424745,,,,,,,,146,
37234,,,,,,,,,,,,162424745,,,,,,,,146,
37235,,,,,,,,,,,,162424745,,,,,,,,146,
37236,,,,,,,,,,,,162424745,,,,,,,,146,
37238,,,,,,,,,,,,162424745,,,,,,,,146,
37240,,,,,,,,,,,,162424745,,,,,,,,146,
37242,,,,,,,,,,,,162424745,,,,,,,,146,
37243,,,,,,,,,,,,162424745,,,,,,,,146,
37246,,,,,,,,,,,,162424745,,,,,,,,146,
37250,,,,,,,,,,,,162424745,,,,,,,,146,
37301,,,,,,,,1961436.14,,,,515961.33,397200,,,15,,,,28,6
37304,,,,,,,,,,,,9286661.49,,,,,,,,139,
37305,,,,,,,,1961436.14,,,,515961.33,397200,,,15,,,,28,6
37306,,,,,,,,1721692.51,2247450.68,,,11715365.26,,,,19,83,,,168,
37307,,,,,,,,6482.44,5648953.47,,,21557356.27,3678183.99,,,8,50,,,291,9
37308,,,,,,,,,,,,9286661.49,,,,,,,,139,
37309,,,,,,,,6482.44,5648953.47,,,22257701.65,3678183.99,,,8,50,,,312,9
37310,,,,,,,,6482.44,5648953.47,,,25661963.1,3678183.99,,,8,50,,,318,9
37311,,,,,,,,,,,,13391268.32,,,,,,,,166,
37313,,,,,,,,1961436.14,,,,515961.33,397200,,,15,,,,28,6
37314,,,,,,,,402440.53,773601.7,,,11701587.59,,,,47,43,,,177,
37315,,,,,,,,,,,,9286661.49,,,,,,,,139,
37317,,,,,,,,6482.44,5648953.47,,,21557356.27,3678183.99,,,8,50,,,291,9
37318,,,,,,,,1721692.51,1963389.54,,,11715365.26,,,,19,65,,,168,
37320,,,,,,,,,,,,4104606.83,,,,,,,,27,
37322,,,,,,,,,,,,700345.38,,,,,,,,21,
37324,,,,,,,,1721692.51,1963389.54,,,11715365.26,,,,19,65,,,168,
37325,,,,,,,,6482.44,5648953.47,,,22257701.65,3678183.99,,,8,50,,,312,9
37326,,,,,,,,6482.44,5648953.47,,,21557356.27,3678183.99,,,8,50,,,291,9
37327,,,,,,,,,,,,607171.55,,,,,,,,7,
37328,,,,,,,122110,2445232.22,2374772.36,,,16936131.94,1050391.92,,4,55,82,,,279,17
37330,,,,,,,,1721692.51,1963389.54,,,12141786.88,,,,19,65,,,183,
37331,,,,,,,,,,,,700345.38,,,,,,,,21,
37332,,,,,,,,,,,,1483360.89,,,,,,,,15,
37333,,,,,,,,6482.44,5648953.47,,,21557356.27,3678183.99,,,8,50,,,291,9
37335,,,,,,,122110,2445232.22,2374772.36,,,16936131.94,1050391.92,,4,55,82,,,279,17
37336,,,,,,,,,,,,13391268.32,,,,,,,,166,
37337,,,,,,,,1121313.78,21531476.25,,,5891814.65,,,,28,197,,,93,
37338,,,,,,,,,,,,10770022.38,,,,,,,,154,
37339,,,,,,,,1961436.14,,,,515961.33,397200,,,15,,,,28,6
37340,,,,,,,932702.19,1834879.92,9452570.93,,,16681871.83,,,4,29,42,,,239,
37341,,,,,,,,,,,,9286661.49,,,,,,,,139,
37342,,,,,,,,,,,,426421.62,,,,,,,,15,
37345,,,,,,,122110,2445232.22,2374772.36,,,16936131.94,1050391.92,,4,55,82,,,279,17
37347,,,,,,,932702.19,1834879.92,9452570.93,,,16681871.83,,,4,29,42,,,239,
37348,,,,,,,122110,723539.71,411382.82,,,5220766.68,1050391.92,,4,36,17,,,111,17
37350,,,,,,,,,,,,9286661.49,,,,,,,,139,
37351,,,,,,,,,,,,9286661.49,,,,,,,,139,
37352,,,,,,,,1721692.51,2247450.68,,,11715365.26,,,,19,83,,,168,
37353,,,,,,,,,,,,13391268.32,,,,,,,,166,
37356,,,,,,,932702.19,5518008.57,11415960.47,,,28913198.42,397200,,4,63,107,,,435,6
37357,,,,,,,,6108166.65,5149596.72,,,5510310.3,397200,,,35,138,,,127,6
37359,,,,,,,122110,723539.71,695443.96,,,5220766.68,1050391.92,,4,36,35,,,111,17
37360,,,,,,,,,284061.14,,,426421.62,,,,,18,,,15,
37361,,,,,,,,6482.44,5648953.47,,,21557356.27,3678183.99,,,8,50,,,291,9
37362,,,,,,,,6482.44,5648953.47,,,25661963.1,3678183.99,,,8,50,,,318,9
37364,,,,,,,,,,,,4104606.83,,,,,,,,27,
37365,,,,,,,932702.19,3796316.06,9452570.93,,,17197833.16,397200,,4,44,42,,,267,6
37366,,,,,,,,3683128.65,1963389.54,,,12231326.59,397200,,,34,65,,,196,6
37367,,,,,,,,1121313.78,21531476.25,,,9479246.32,,,,28,197,,,128,
37369,,,,,,,,408922.97,6422555.17,,,33258943.86,3678183.99,,,55,93,,,468,9
37370,,,,,,,,,,,,700345.38,,,,,,,,21,
37371,,,,,,,,,,,,700345.38,,,,,,,,21,
37373,,,,,,,,,,,,10162850.83,,,,,,,,147,
37374,,,,,,,932702.19,3796316.06,9452570.93,,,17197833.16,397200,,4,44,42,,,267,6
37375,,,,,,,932702.19,3556572.43,11415960.47,,,28397237.09,,,4,48,107,,,407,
37376,,,,,,,,1721692.51,1963389.54,,,11715365.26,,,,19,65,,,168,
37378,,,,,,,,4146730.51,5149596.72,,,4495602.35,,,,20,138,,,77,
37380,,,,,,,932702.19,3556572.43,11415960.47,,,28397237.09,,,4,48,107,,,407,
37382,,,,,,,,,,,,426421.62,,,,,,,,15,
37383,,,,,,,,1721692.51,1963389.54,,,11715365.26,,,,19,65,,,168,
37384,,,,,,,,,,,,9286661.49,,,,,,,,139,
37387,,,,,,,932702.19,3796316.06,9452570.93,,,17197833.16,397200,,4,44,42,,,267,6
37389,,,,,,,,,,,,426421.62,,,,,,,,15,
37391,,,,,,,,6482.44,5648953.47,,,21557356.27,3678183.99,,,8,50,,,291,9
37394,,,,,,,,4146730.51,5149596.72,,,4495602.35,,,,20,138,,,77,
37396,,,,,,,932702.19,1834879.92,9452570.93,,,16681871.83,,,4,29,42,,,239,
37397,,,,,,,932702.19,1834879.92,9452570.93,,,16681871.83,,,4,29,42,,,239,
37401,,,,,,,,,,,,9286661.49,,,,,,,,139,
37402,,,,,,,,,,,,9286661.49,,,,,,,,139,
37403,,,,,,,,,,,,9286661.49,,,,,,,,139,
37404,,,,,,,,,,,,9286661.49,,,,,,,,139,
37407,,,,,,,,,,,,9286661.49,,,,,,,,139,
37408,,,,,,,,,,,,9286661.49,,,,,,,,139,
37409,,,,,,,,,,,,9286661.49,,,,,,,,139,
37410,,,,,,,,,,,,9286661.49,,,,,,,,139,
37414,,,,,,,,,,,,9286661.49,,,,,,,,139,
37416,,,,,,,,,,,,9286661.49,,,,,,,,139,
37419,,,,,,,932702.19,1834879.92,9452570.93,,,25968533.32,,,4,29,42,,,378,
37422,,,,,,,,,,,,9286661.49,,,,,,,,139,
37424,,,,,,,,,,,,9286661.49,,,,,,,,139,
37450,,,,,,,,,,,,9286661.49,,,,,,,,139,
37501,,,,,,,,246413.92,157941.74,,,39555387.38,,,,10,12,,,292,
37602,,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39,172,,,356,6
37605,,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39,172,,,356,6
37614,,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39,172,,,356,6
37616,,,,,,,,751781.58,12122887.37,,,10381236.1,,,,28,120,,,179,
37621,,,,,,,,1730693.99,2396324.45,,,412916.72,,,,21,164,,,16,
37625,,,,,,,,1730693.99,2396324.45,,,412916.72,,,,21,164,,,16,
37641,,,,,,,,7968852.38,34254807.25,,,35583614.35,240346.92,,,67,292,,,535,6
37656,,,,,,,,9699546.37,36651131.7,,,35996531.07,240346.92,,,88,456,,,551,6
37658,,,,,,,1156912.95,388480.82,,,,9818749.51,,,16,7,,,,96,
37662,,,,,,,,1730693.99,2396324.45,,,412916.72,,,,21,164,,,16,
37665,,,,,,,,1730693.99,2396324.45,,,412916.72,,,,21,164,,,16,
37669,,,,,,,,1730693.99,2396324.45,,,412916.72,,,,21,164,,,16,
37680,,,,,,,,107764.77,,,,39635982.14,,,,4,,,,197,
37682,,,,,,,1156912.95,388480.82,,,,9818749.51,,,16,7,,,,96,
37684,,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39,172,,,356,6
37687,,,,,,,1156912.95,388480.82,,,,9818749.51,,,16,7,,,,96,
37688,,,,,,,,107764.77,,,,39635982.14,,,,4,,,,197,
37690,,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39,172,,,356,6
37691,,,,,,,,107764.77,,,,39635982.14,,,,4,,,,197,
37694,,,,,,,1156912.95,9336245.61,24528244.33,,,35434044.48,240346.92,,16,67,336,,,468,6
37699,,,,,,,,1730693.99,2396324.45,,,412916.72,,,,21,164,,,16,
37701,,,,,,,,,,,,2207792.1,,,,,,,,45,
37707,,,,,,,,161514.07,,,,190789.77,,,,6,,,,6,
37709,,,,,,,,2276626.61,,,,3825716.8,,,,40,,,,82,
37710,,,,,,,30200,788381.95,,,,110853.34,,,1,6,,,,3,
37711,,,,,,,,751781.58,12122887.37,,,10381236.1,,,,28,120,,,179,
37713,,,,,,,,,,,,333714.3,,,,,,,,11,
37714,,,,,,,,,,,,112649.98,,,,,,,,4,
37715,,,,,,,,161514.07,,,,303439.75,,,,6,,,,10,
37717,,,,,,,30200,788381.95,,,,110853.34,,,1,6,,,,3,
37719,,,,,,,,223661.56,,,,29373871.07,,,,15,,,,68,
37723,,,,,,,,1121313.78,21531476.25,,,4408453.76,,,,28,197,,,78,
37724,,,,,,,,161514.07,,,,190789.77,,,,6,,,,6,
37726,,,,,,,,223661.56,,,,29373871.07,,,,15,,,,68,
37727,,,,,,,,,,,,333714.3,,,,,,,,11,
37729,,,,,,,,,,,,112649.98,,,,,,,,4,
37730,,,,,,,,161514.07,,,,190789.77,,,,6,,,,6,
37731,,,,,,,,,5217692.2,,,2998199.09,,,,,59,,,39,
37732,,,,,,,,168433.37,,,,3916760.79,,,,8,,,,91,
37733,,,,,,,,223661.56,,,,29373871.07,,,,15,,,,68,
37742,,,,,,,,402440.53,773601.7,,,13909379.69,,,,47,43,,,222,
37752,,,,,,,,161514.07,5217692.2,,,3188988.86,,,,6,59,,,45,
37753,,,,,,,,,,,,333714.3,,,,,,,,11,
37754,,,,,,,30200,8441193.51,45152081.86,,,8224060.57,,,1,73,222,,,168,
37755,,,,,,,,168433.37,,,,3916760.79,,,,8,,,,91,
37756,,,,,,,,168433.37,,,,4029410.77,,,,8,,,,95,
37760,,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115,141,,,604,
37762,,,,,,,,,,,,112649.98,,,,,,,,4,
37765,,,,,,,,,5217692.2,,,2998199.09,,,,,59,,,39,
37766,,,,,,,,,,,,112649.98,,,,,,,,4,
37769,,,,,,,30200,788381.95,,,,223503.32,,,1,6,,,,7,
37770,,,,,,,,223661.56,,,,29373871.07,,,,15,,,,68,
37779,,,,,,,,7652811.56,45152081.86,,,8113207.23,,,,67,222,,,165,
37802,,,,,,,,,,,,2207792.1,,,,,,,,45,
37806,,,,,,,,2276626.61,,,,3825716.8,,,,40,,,,82,
37809,,,,,,,,751781.58,12122887.37,,,10381236.1,,,,28,120,,,179,
37810,,,,,,,,751781.58,12122887.37,,,10381236.1,,,,28,120,,,179,
37818,,,,,,,,751781.58,12122887.37,,,10381236.1,,,,28,120,,,179,
37819,,,,,,,,,,,,112649.98,,,,,,,,4,
37820,,,,,,,,11159830.25,57240310.63,,,68687581.78,541047.81,,,115,141,,,614,4
37825,,,,,,,,5537699.02,45152081.86,,,4478280.2,,,,33,222,,,89,
37826,,,,,,,,,,,,700345.38,,,,,,,,21,
37828,,,,,,,30200,788381.95,,,,110853.34,,,1,6,,,,3,
37829,,,,,,,,223661.56,,,,29373871.07,,,,15,,,,68,
37831,,,,,,,30200,788381.95,,,,110853.34,,,1,6,,,,3,
37841,,,,,,,,168433.37,,,,3916760.79,,,,8,,,,91,
37843,,,,,,,,,,,,333714.3,,,,,,,,11,
37845,,,,,,,,223661.56,,,,29373871.07,,,,15,,,,68,
37846,,,,,,,,3628692.23,773601.7,,,12468895.93,,,,77,43,,,211,
37847,,,,,,,,168433.37,,,,4029410.77,,,,8,,,,95,
37848,,,,,,,,5376184.95,45152081.86,,,4287490.43,,,,27,222,,,83,
37851,,,,,,,,161514.07,,,,190789.77,,,,6,,,,6,
37852,,,,,,,,392094.93,,,,33290631.86,,,,23,,,,159,
37853,,,,,,,,2276626.61,,,,6033508.9,,,,40,,,,127,
37854,,,,,,,,4571227.04,21531476.25,,,33849287.79,,,,73,197,,,159,
37864,,,,,,,,,,,,116259.6,541047.81,,,,,,,10,4
37868,,,,,,,,,,,,116259.6,541047.81,,,,,,,10,4
37869,,,,,,,,161514.07,5217692.2,,,3188988.86,,,,6,59,,,45,
37870,,,,,,,,5537699.02,45152081.86,,,4590930.18,,,,33,222,,,93,
37871,,,,,,,,13436456.86,57240310.63,,,72513298.58,541047.81,,,155,141,,,696,4
37872,,,,,,,,392094.93,,,,33290631.86,,,,23,,,,159,
37878,,,,,,,,,,,,2207792.1,,,,,,,,45,
37879,,,,,,,,161514.07,5217692.2,,,3188988.86,,,,6,59,,,45,
37880,,,,,,,,3226251.7,,,,767308.34,,,,30,,,,34,
37881,,,,,,,,161514.07,5217692.2,,,3188988.86,,,,6,59,,,45,
37887,,,,,,,,223661.56,,,,29373871.07,,,,15,,,,68,
37888,,,,,,,,5376184.95,45152081.86,,,4287490.43,,,,27,222,,,83,
37890,,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115,141,,,604,
37892,,,,,,,,168433.37,,,,3916760.79,,,,8,,,,91,
37901,,,,,,,,2276626.61,,,,3825716.8,,,,40,,,,82,
37902,,,,,,,,2276626.61,,,,3825716.8,,,,40,,,,82,
37915,,,,,,,,2276626.61,,,,3825716.8,,,,40,,,,82,
37916,,,,,,,,2276626.61,,,,3825716.8,,,,40,,,,82,
37917,,,,,,,,2276626.61,,,,3825716.8,,,,40,,,,82,
37927,,,,,,,,2276626.61,,,,3825716.8,,,,40,,,,82,
37928,,,,,,,,2276626.61,,,,3825716.8,,,,40,,,,82,
37929,,,,,,,,2276626.61,,,,3825716.8,,,,40,,,,82,
37930,,,,,,,,2276626.61,,,,3825716.8,,,,40,,,,82,
37933,,,,,,,,2276626.61,,,,3825716.8,,,,40,,,,82,
37939,,,,,,,,2276626.61,,,,3825716.8,,,,40,,,,82,
37940,,,,,,,,2276626.61,,,,3825716.8,,,,40,,,,82,
37950,,,,,,,,2276626.61,,,,3825716.8,,,,40,,,,82,
37995,,,,,,,,2276626.61,,,,3825716.8,,,,40,,,,82,
37996,,,,,,,,2276626.61,,,,3825716.8,,,,40,,,,82,
37997,,,,,,,,2276626.61,,,,3825716.8,,,,40,,,,82,
37998,,,,,,,,2276626.61,,,,3825716.8,,,,40,,,,82,
38001,,,,,,,,,,,,463417.87,,,,,,,,17,
38006,,,,,,,,117981.76,158602.07,,,27916951.48,,,,5,7,,,301,
38007,,,,,,,,,,,,5737314.47,,,,,,,,26,
38012,,,,,,,,,,,,2606172.05,,,,,,,,15,
38014,,,,,,,,246413.92,157941.74,,,39555387.38,,,,10,12,,,292,
38015,,,,,,,,,,,,2806768.42,,,,,,,,40,
38019,,,,,,,,,,,,2806768.42,,,,,,,,40,
38021,,,,,,,,,,,,463417.87,,,,,,,,17,
38023,,,,,,,,,,,,2806768.42,,,,,,,,40,
38025,,,,,,,,,,,,5737314.47,,,,,,,,26,
38027,,,,,,,,246413.92,157941.74,,,39555387.38,,,,10,12,,,292,
38029,,,,,,,,246413.92,157941.74,,,39555387.38,,,,10,12,,,292,
38030,,,,,,,,,,,,5737314.47,,,,,,,,26,
38034,,,,,,,,,,,,6200732.34,,,,,,,,43,
38036,,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5,106,,,,228,4
38037,,,,,,,,,,,,4209547.91,,,,,,,,45,
38039,,,,,,,88463.22,2444038.62,,,,5725251.8,38150.78,,5,106,,,,242,4
38040,,,,,,,,,,,,7804108.2,,,,,,,,73,
38041,,,,,,,,,,,,1603375.86,,,,,,,,30,
38042,,,,,,,88463.22,2444038.62,,,,5725251.8,38150.78,,5,106,,,,242,4
38044,,,,,,,,120582.19,1009472.87,,,1575340.8,,,,34,60,,,51,
38045,,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5,106,,,,228,4
38046,,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5,106,,,,228,4
38047,,,,,,,,,,,,5737314.47,,,,,,,,26,
38048,,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5,106,,,,228,4
38049,,,,,,,88463.22,2444038.62,,,,8274977.59,38150.78,,5,106,,,,268,4
38050,,,,,,,,,,,,463417.87,,,,,,,,17,
38052,,,,,,,,,,,,257042.63,,,,,,,,14,
38053,,,,,,,,246413.92,157941.74,,,42362155.8,,,,10,12,,,332,
38054,,,,,,,,246413.92,157941.74,,,39555387.38,,,,10,12,,,292,
38055,,,,,,,,246413.92,157941.74,,,39555387.38,,,,10,12,,,292,
38057,,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5,106,,,,228,4
38058,,,,,,,,,,,,2806768.42,,,,,,,,40,
38059,,,,,,,,,,,,8546725.64,,,,,,,,67,
38061,,,,,,,,,,,,1458104.29,,,,,,,,42,
38067,,,,,,,,,,,,257042.63,,,,,,,,14,
38068,,,,,,,88463.22,2444038.62,,,,8074381.22,38150.78,,5,106,,,,243,4
38069,,,,,,,88463.22,2444038.62,,,,10881149.64,38150.78,,5,106,,,,283,4
38070,,,,,,,,,,,,5737314.47,,,,,,,,26,
38071,,,,,,,,,,,,2806768.42,,,,,,,,40,
38075,,,,,,,88463.22,2444038.62,,,,8331423.85,38150.78,,5,106,,,,257,4
38076,,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5,106,,,,228,4
38077,,,,,,,14777270.81,3728291.51,,,,64085981.68,,,76,75,,,,251,
38079,,,,,,,14777270.81,3728291.51,,,,64085981.68,,,76,75,,,,251,
38080,,,,,,,14777270.81,3728291.51,,,,69965786.5,,,76,75,,,,296,
38083,,,,,,,,246413.92,157941.74,,,39555387.38,,,,10,12,,,292,
38088,,,,,,,,246413.92,157941.74,,,39555387.38,,,,10,12,,,292,
38101,,,,,,,,246413.92,157941.74,,,39555387.38,,,,10,12,,,292,
38104,,,,,,,,246413.92,157941.74,,,39555387.38,,,,10,12,,,292,
